OBJECTID,PlantNum,StemNum,Species,SpeciesType,SpType2,HeightClass,BDClass,PlotIdentity,PlotNum,PlotSp.Rich,UnderstorySp.Rich,OverstorySp.Rich,L1,L1DamType,L2,L2DamType,L3,L3DamType,L4,L4DamType,L5,L5DamType,AvgDamage,AvgDamageType,Xcoord,Ycoord,PlotSpRich
804,2013,1,nyssy,1,2,4,4,21,12,7,1,6,0,0,0,0,1,2,0,0,0,0,0.2,0.4,470637.0236,92996.0613,
218,917,1,acesa1,1,1,4,4,21,12,7,1,6,75,2,10,2,30,2,5,2,10,2,26,2,470272.8391,90325.0475,
185,73,3,linbe,3,3,2,1,23,13,2,1,1,10,1,0,0,0,0,0,0,1,2,2.2,0.6,472233.6695,92144.1256,
184,72,2,linbe,3,3,2,1,23,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,472232.9656,92141.1678,
429,1733,1,lirtu,1,1,2,1,23,13,2,1,1,0,0,5,1,5,1,10,1,5,1,5,0.8,472244.4713,92141.1861,
728,51,1,linbe,3,3,2,1,23,13,2,1,1,0,0,10,2,5,2,0,0,10,2,5,1.2,472228.8207,92140.021,
174,2932,1,lirtu,1,1,2,1,23,13,2,1,1,0,0,35,2,10,2,0,0,0,0,9,0.8,472236.657,92131.6989,
204,94,1,linbe,3,3,2,2,23,13,2,1,1,1,2,5,1,0,0,0,0,1,1,1.4,0.8,472192.3372,92144.9979,
455,1514,1,lirtu,1,1,2,2,23,13,2,1,1,10,2,0,0,0,0,0,0,1,2,2.2,0.8,472249.7933,92133.345,
252,948,1,lirtu,1,1,2,3,23,13,2,1,1,0,0,1,2,1,2,5,2,10,2,3.4,1.6,472198.3386,92179.6483,
413,1719,1,lirtu,1,1,3,2,23,13,2,1,1,0,0,10,2,5,2,5,2,5,2,5,1.6,472243.6938,92137.6181,
372,1810,1,lirtu,1,1,3,2,23,13,2,1,1,0,0,10,1,0,0,5,1,10,2,5,0.8,472247.0899,92134.3259,
310,9107,1,lirtu,1,1,3,2,23,13,2,1,1,0,0,50,2,30,2,25,2,0,0,21,1.2,472235.4198,92131.4438,
187,75,1,linbe,3,3,3,2,23,13,2,1,1,5,2,5,2,1,2,0,0,10,2,4.2,1.6,472202.4953,92152.5941,
309,9107,1,lirtu,1,1,3,2,23,13,2,1,1,0,0,10,2,5,1,5,1,0,0,4,0.8,472249.3513,92130.5402,
183,73,1,linbe,3,3,3,3,23,13,2,1,1,0,0,1,1,5,1,0,0,1,2,1.4,0.8,472233.1675,92139.1994,
454,1513,1,lirtu,1,1,3,3,23,13,2,1,1,0,0,0,0,5,2,1,2,0,0,1.2,0.8,472238.5754,92143.2423,
714,243,1,lirtu,1,1,3,3,23,13,2,1,1,10,2,5,2,50,2,50,2,50,2,33,2,472236.7608,92147.4823,
477,1411,1,lirtu,1,1,3,3,23,13,2,1,1,0,0,10,2,5,2,5,2,0,0,4,1.2,472235.8781,92153.4851,
786,239,1,lirtu,1,1,3,3,23,13,2,1,1,0,0,5,2,0,0,5,2,10,2,4,1.2,472197.5848,92181.4844,
452,1510,1,lirtu,1,1,4,3,23,13,2,1,1,0,0,0,0,0,0,0,0,1,2,0.2,0.4,472226.423,92157.1069,
458,142,2,linbe,3,3,4,4,23,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,472211.8205,92154.3879,
459,143,1,linbe,3,3,4,4,23,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,472205.1472,92153.0518,
457,142,1,linbe,3,3,4,4,23,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,472207.634,92147.2388,
461,145,1,linbe,3,3,1,1,24,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,471582.8513,91562.1176,
467,146,3,linbe,3,3,1,2,24,14,2,2,0,30,1,45,1,10,2,25,2,30,1,28,1.4,471576.191,91565.7169,
469,147,2,linbe,3,3,1,2,24,14,2,2,0,10,2,10,2,5,1,5,1,5,2,7,1.6,471583.1847,91572.6104,
465,146,1,linbe,3,3,1,2,24,14,2,2,0,30,1,60,1,30,2,40,2,30,2,38,1.6,471576.7896,91565.1241,
468,147,1,linbe,3,3,2,1,24,14,2,2,0,1,1,5,1,5,1,10,1,90,2,22.2,1.2,471575.3392,91560.9052,
470,147,3,linbe,3,3,2,1,24,14,2,2,0,30,1,20,1,30,2,20,1,20,1,24,1.2,471573.5273,91562.4052,
464,145,3,linbe,3,3,2,2,24,14,2,2,0,30,1,20,1,100,0,40,1,30,1,44,0.8,471578.9698,91560.6407,
466,146,2,linbe,3,3,2,3,24,14,2,2,0,40,1,40,1,10,1,10,1,20,1,24,1,471579.1904,91560.4509,
460,144,1,linbe,3,3,4,3,24,14,2,2,0,0,0,5,2,5,2,0,0,0,0,2,0.8,471588.368,91588.0107,
463,145,2,linbe,3,3,4,3,24,14,2,2,0,0,0,10,2,10,2,10,2,0,0,6,1.2,471581.2456,91557.7841,
61,82,1,acepe,3,3,4,3,24,14,2,2,0,0,0,0,0,1,2,1,2,0,0,0.4,0.8,471581.1119,91555.2203,
188,76,1,acepe,3,3,4,4,24,14,2,2,0,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471581.2704,91560.5044,
64,85,1,acepe,3,3,4,4,24,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,471580.0949,91554.9041,
68,89,1,acepe,3,3,4,4,24,14,2,2,0,1,2,0,0,0,0,5,2,0,0,1.2,0.8,471578.0353,91562.3567,
63,84,1,acepe,3,3,4,4,24,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,471580.5206,91556.4368,
782,236,1,acepe,3,3,1,1,28,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,470515.4784,92715.253,
776,235,1,linbe,3,3,1,1,28,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,470517.3215,92730.6364,
770,233,2,acepe,3,3,1,1,28,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,470523.8902,92722.1049,
777,234,2,linbe,3,3,1,1,28,15,2,2,0,0,0,25,2,30,2,0,0,0,0,11,0.8,470507.5257,92762.8806,
441,154,1,linbe,3,3,1,2,28,15,2,2,0,5,2,0,0,1,2,5,2,1,1,2.4,1.4,470520.1954,92734.05,
772,233,4,acepe,3,3,2,1,28,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,470516.3251,92716.6639,
779,236,1,linbe,3,3,2,1,28,15,2,2,0,0,0,1,1,1,1,5,1,0,0,1.4,0.6,470517.4871,92734.0077,
774,234,1,linbe,3,3,2,1,28,15,2,2,0,0,0,5,1,1,1,0,0,0,0,1.2,0.4,470514.2589,92721.0543,
435,151,1,linbe,3,3,2,1,28,15,2,2,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,470502.7936,92727.7127,
387,171,1,acepe,3,3,2,1,28,15,2,2,0,1,1,0,0,1,1,0,0,0,0,0.4,0.4,470510.3768,92694.5235,
135,291,1,acepe,3,3,2,1,28,15,2,2,0,0,0,5,2,5,0,1,2,0,0,2.2,0.8,470516.125,92719.2291,
399,178,1,acepe,3,3,2,1,28,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,470511.6334,92716.7539,
644,213,1,linbe,3,3,2,1,28,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,470517.7391,92725.3731,
648,216,1,acepe,3,3,2,2,28,15,2,2,0,0,0,0,0,1,1,0,0,1,1,0.4,0.4,470510.8609,92717.81,
395,174,2,linbe,3,3,2,2,28,15,2,2,0,0,0,0,0,1,2,0,0,0,0,0.2,0.4,470515.5706,92721.8839,
473,149,2,linbe,3,3,2,2,28,15,2,2,0,10,1,10,1,15,1,0,0,5,1,8,0.8,470508.2992,92723.9927,
446,157,3,linbe,3,3,2,2,28,15,2,2,0,0,0,1,1,1,2,0,0,50,2,10.4,1,470516.7383,92734.4857,
472,149,1,linbe,3,3,2,2,28,15,2,2,0,0,0,0,0,1,1,30,1,0,0,6.2,0.4,470511.6313,92721.2819,
768,232,1,acepe,3,3,2,2,28,15,2,2,0,1,1,5,1,0,0,5,1,0,0,2.2,0.6,470513.0769,92719.233,
712,241,1,acepe,3,3,2,3,28,15,2,2,0,100,0,60,2,0,0,5,2,60,1,45,1,470514.8273,92718.6545,
389,171,3,acepe,3,3,3,1,28,15,2,2,0,0,0,1,1,0,0,0,0,1,1,0.4,0.4,470509.7326,92693.9888,
778,235,1,linbe,3,3,3,2,28,15,2,2,0,0,0,0,0,0,0,1,1,0,0,0.2,0.2,470522.4486,92737.2587,
651,219,1,acepe,3,3,3,2,28,15,2,2,0,0,0,0,0,5,1,0,0,0,0,1,0.2,470515.3021,92726.3674,
394,174,1,linbe,3,3,3,2,28,15,2,2,0,0,0,0,0,1,1,1,1,0,0,0.4,0.4,470515.8954,92722.3836,
393,173,2,acepe,3,3,3,2,28,15,2,2,0,0,0,0,0,1,1,40,1,0,0,8.2,0.4,470509.5897,92722.643,
444,158,1,linbe,3,3,3,2,28,15,2,2,0,0,0,25,2,0,0,0,0,0,0,5,0.4,470513.1626,92713.2464,
391,172,2,acepe,3,3,3,2,28,15,2,2,0,0,0,10,1,0,0,5,1,30,1,9,0.6,470507.7233,92721.9722,
766,231,2,acepe,3,3,3,2,28,15,2,2,0,0,0,5,1,5,1,1,1,0,0,2.2,0.6,470512.7513,92718.7192,
650,218,1,acepe,3,3,3,2,28,15,2,2,0,0,0,0,0,35,2,0,0,0,0,7,0.4,470513.6011,92721.6561,
445,157,2,linbe,3,3,3,2,28,15,2,2,0,5,2,0,0,0,0,0,0,0,0,1,0.4,470515.0755,92732.972,
647,215,1,acepe,3,3,3,2,28,15,2,2,0,0,0,1,1,0,0,0,0,5,1,1.2,0.4,470510.5299,92718.5144,
448,157,5,linbe,3,3,3,2,28,15,2,2,0,0,0,1,1,0,0,1,1,0,0,0.4,0.4,470517.1041,92726.7976,
773,233,5,acepe,3,3,3,2,28,15,2,2,0,0,0,1,2,1,2,0,0,1,1,0.6,1,470513.6552,92720.1536,
440,153,2,linbe,3,3,3,2,28,15,2,2,0,0,0,1,1,0,0,0,0,0,0,0.2,0.2,470518.2886,92727.5702,
781,235,3,linbe,3,3,3,2,28,15,2,2,0,5,0,0,0,0,0,0,0,0,0,1,0,470519.6091,92734.1835,
767,231,3,acepe,3,3,3,2,28,15,2,2,0,0,0,5,1,1,1,1,1,1,1,1.6,0.8,470511.6123,92716.3847,
769,233,1,acepe,3,3,3,2,28,15,2,2,0,0,0,0,0,0,0,1,1,0,0,0.2,0.2,470512.5801,92717.6447,
390,172,1,acepe,3,3,3,3,28,15,2,2,0,30,1,0,0,1,1,1,1,0,0,6.4,0.6,470511.3821,92718.1312,
398,177,1,acepe,3,3,3,3,28,15,2,2,0,1,1,0,0,1,1,0,0,0,0,0.4,0.4,470508.1237,92718.9392,
780,235,2,linbe,3,3,3,3,28,15,2,2,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,470510.6474,92725.8927,
775,235,1,linbe,3,3,3,3,28,15,2,2,0,0,0,0,0,0,0,0,0,1,1,0.2,0.2,470514.0201,92725.7291,
449,157,6,linbe,3,3,3,3,28,15,2,2,0,1,1,0,0,0,0,0,0,0,0,0.2,0.2,470515.5065,92735.0886,
388,171,2,acepe,3,3,3,3,28,15,2,2,0,1,1,0,0,0,0,0,0,1,1,0.4,0.4,470502.4591,92709.227,
447,157,4,linbe,3,3,3,3,28,15,2,2,0,100,0,0,0,5,2,0,0,1,1,21.2,0.6,470516.0807,92744.3695,
439,153,1,linbe,3,3,3,3,28,15,2,2,0,2,1,0,0,0,0,0,0,0,0,0.4,0.2,470513.9241,92720.3565,
397,176,1,acepe,3,3,3,3,28,15,2,2,0,0,0,0,0,0,0,1,1,0,0,0.2,0.2,470507.0112,92720.0962,
538,282,1,linbe,3,3,3,3,28,15,2,2,0,0,0,1,1,0,0,0,0,0,0,0.2,0.2,470510.9502,92722.9648,
438,152,1,linbe,3,3,3,3,28,15,2,2,0,0,0,10,2,5,1,10,1,0,0,5,0.8,470513.8044,92724.3204,
649,217,1,acepe,3,3,3,3,28,15,2,2,0,0,0,0,0,0,0,1,2,0,0,0.2,0.4,470515.507,92722.593,
646,214,1,acepe,3,3,3,3,28,15,2,2,0,0,0,1,1,0,0,5,1,0,0,1.2,0.4,470509.1861,92723.5286,
436,151,2,linbe,3,3,3,3,28,15,2,2,0,0,0,0,0,5,2,0,0,0,0,1,0.4,470513.9022,92722.4883,
765,231,1,acepe,3,3,3,3,28,15,2,2,0,0,0,10,1,10,1,1,1,5,2,5.2,1,470514.3886,92716.3803,
456,141,1,acepe,3,3,3,3,28,15,2,2,0,0,0,0,0,0,0,1,2,1,1,0.4,0.6,470505.5805,92720.9764,
667,131,2,acepe,3,3,3,3,28,15,2,2,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,470509.8938,92719.2512,
392,173,1,acepe,3,3,3,3,28,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,470513.6542,92710.5697,
400,179,1,acepe,3,3,3,3,28,15,2,2,0,0,0,0,0,1,1,1,1,0,0,0.4,0.4,470510.917,92718.7871,
443,156,1,linbe,3,3,3,3,28,15,2,2,0,0,0,0,0,1,1,0,0,1,2,0.4,0.6,470517.7341,92735.5728,
437,151,3,linbe,3,3,3,3,28,15,2,2,0,0,0,5,1,1,1,35,2,0,0,8.2,0.8,470514.4237,92721.7145,
642,211,1,acepe,3,3,3,3,28,15,2,2,0,0,0,1,1,0,0,5,1,0,0,1.2,0.4,470504.0731,92719.2243,
442,155,1,linbe,3,3,3,3,28,15,2,2,0,0,0,1,2,1,1,1,2,0,0,0.6,1,470515.7017,92727.0711,
771,233,3,acepe,3,3,3,3,28,15,2,2,0,0,0,1,2,0,0,5,2,40,2,9.2,1.2,470513.7206,92721.3247,
471,148,1,linbe,3,3,3,3,28,15,2,2,0,10,2,0,0,20,2,15,2,30,2,15,1.6,470516.6949,92720.0055,
783,236,2,acepe,3,3,3,3,28,15,2,2,0,1,2,5,2,0,0,0,0,0,0,1.2,0.8,470515.8017,92720.4341,
666,131,1,acepe,3,3,3,3,28,15,2,2,0,0,0,5,2,0,0,1,2,0,0,1.2,0.8,470501.8246,92730.4348,
137,291,3,acepe,3,3,4,4,28,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,470509.8733,92724.943,
136,291,2,acepe,3,3,4,4,28,15,2,2,0,0,0,10,2,20,2,0,0,0,0,6,0.8,470512.7616,92720.2918,
138,291,4,acepe,3,3,4,4,28,15,2,2,0,10,2,0,0,0,0,0,0,0,0,2,0.4,470510.7958,92724.9226,
542,284,2,linbe,3,3,2,1,29,16,2,2,0,0,0,0,0,0,0,5,1,0,0,1,0.2,471597.2681,93647.5386,
539,282,2,linbe,3,3,3,3,29,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,471599.2136,93647.7588,
404,1712,1,acepe,3,3,4,4,29,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,471599.7539,93646.6304,
410,1716,1,acepe,3,3,4,4,29,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,471604.4049,93650.6981,
